1  2  232
1  4  943
1  5  753
1  9  865
1  10  100,239
1  14  553
1  19  263,929
1  20  929
1  21  743
1  24  28,140,877
1  29  363
1  33  470,865
1  37  22,929
1  41  865
1  45  216,711,865
1  57  10,808
1  58  371
1  59  140,579
1  64  835
1  67  187
1  75  470
1  91  562
1  98  221
1  102  929
1  111  753
1  113  808
1  136  808
1  138  579,974
1  141  140
1  144  535
1  145  859
1  147  877
1  150  490
1  156  997
1  161  609
1  163  459,865
1  171  649,859
1  172  689,895
1  174  490
1  176  929
1  192  689
1  200  519,820
1  201  835,895
1  224  877,997
1  240  779
1  252  472
1  262  261
1  263  779,835
1  265  470,865
1  273  865
1  282  116
1  287  689,859
1  299  263
1  303  974
1  318  140
1  323  490
1  324  261,895
1  333  232
1  342  808
1  344  865
1  345  877,895
1  346  232
1  352  116,553
1  354  609,753
1  355  116
1  356  609,929
1  399  929
1  402  113
1  405  753
1  415  865
1  416  689
1  423  10,470
1  426  753
1  429  623
1  431  470
1  443  929
1  446  274,443,673
1  453  974
1  467  190,358,725
1  473  997
1  476  62
1  477  820,974
1  480  743,859,865
1  481  865
1  486  198,764,820
1  487  22
1  492  470
1  493  490
1  504  100,239
1  507  472
1  510  689
1  517  865
1  522  679
1  524  470
1  527  562
1  533  579
1  546  779
1  553  319,579
1  554  865
1  555  991,997
1  569  274,443,673,865
1  570  100,239,820
1  572  28
1  579  216,711
1  582  949
1  583  216
1  589  319
1  592  808
1  594  232,895
1  603  201
1  606  877
1  607  609
1  612  417
1  621  234,371
1  622  835
1  645  232,859
1  648  753,974
1  650  470
1  654  216
1  658  865,974
1  660  140
1  662  429
1  679  201
1  697  140
1  701  997
1  705  113,216,679
1  729  10,472,865
1  730  562,865
1  732  743
1  734  232,955
1  741  232
1  752  319
1  753  10,201
1  757  779
1  760  692
1  778  859
1  779  100,239,472,797
1  781  239,753,859
1  783  22,579
1  786  100,239,779
1  787  865
1  797  28
1  803  140
1  810  553
1  819  974
1  821  470
1  823  216
1  826  553
1  828  997
1  829  877
1  832  553,877
1  833  865
1  834  140,609
1  838  459,579,652
1  842  753
1  843  36
1  845  263
1  852  207,955
1  856  865
1  863  743
1  865  835
1  875  808
1  878  553,779
1  882  808
1  887  579
1  889  36
1  891  140
1  892  562
1  893  553
1  896  753
1  900  113,974
1  903  649
1  908  472
1  916  753
1  925  579,877,929
1  930  263,753
1  937  929
1  946  649
1  947  417,835,865
1  949  753
1  951  140
1  953  470
1  970  470,974
1  979  116
1  982  929
1  984  261,519,895
1  986  649
1  989  113
2  8  263
2  17  116
2  19  28,877
2  21  201
2  23  609
2  28  877
2  30  216,609,711
2  36  22,779
2  37  371,877
2  53  808
2  58  974
2  59  363
2  61  865
2  62  319,743
2  66  609,974
2  76  490
2  82  10
2  87  116,201
2  91  22,232
2  98  22,974
2  99  743
2  122  820
2  137  470
2  142  929
2  148  232
2  149  753
2  154  562,865
2  158  865
2  171  319
2  177  636
2  178  877
2  179  609
2  194  609
2  198  835
2  209  100,239
2  223  207,232,955
2  227  10
2  232  232
2  235  470,649,808
2  238  439
2  240  470
2  247  232,820
2  258  974
2  260  207,955
2  263  929
2  267  261,895,997
2  284  201
2  288  470
2  294  535
2  296  201
2  299  52
2  307  649
2  324  201
2  326  113
2  327  929
2  330  929
2  336  609,753
2  337  221
2  339  865
2  341  116
2  342  835
2  343  439,753,929
2  345  303,728,802
2  347  472
2  350  216,232,711
2  351  579
2  353  649,865
2  359  974
2  363  997
2  376  63,221
2  378  820
2  385  371
2  388  835
2  390  743
2  394  835
2  401  221
2  404  779
2  405  367
2  427  116
2  430  679
2  431  429
2  436  895
2  439  319
2  444  652
2  447  10
2  455  113
2  456  470,649
2  457  808
2  459  375
2  461  232
2  462  865
2  473  195,216,393,711
2  493  820
2  501  100,239
2  502  779
2  507  367
2  508  600,666,884
2  514  232
2  524  472
2  526  689
2  527  895
2  528  319
2  535  974
2  551  997
2  556  538
2  557  470,865
2  564  232
2  571  263,562
2  575  779
2  577  859
2  583  216,711,820
2  595  865
2  610  553,779
2  612  232
2  614  232
2  615  859
2  627  895
2  629  877
2  638  319
2  645  609
2  646  100,239
2  650  865
2  667  779,865
2  680  865
2  693  490
2  697  198,974
2  701  974
2  708  579
2  716  649
2  719  535
2  722  865
2  724  10,835
2  730  929
2  732  375,835
2  738  974
2  748  140
2  750  895
2  751  609
2  753  763
2  755  813
2  761  553,649
2  762  459,649
2  765  865
2  772  519
2  774  753
2  775  140,472
2  776  232,649
2  779  216,877
2  784  100,239
2  800  100,239
2  815  100,239
2  820  820
2  822  140,535,997
2  834  753
2  837  198,201,764
2  846  553
2  861  877
2  864  490
2  874  113,459
2  876  652,753
2  885  877
2  886  263
2  889  929
2  890  877
2  891  140
2  901  692
2  908  36
2  919  472
2  932  263
2  944  753
2  951  859
2  956  263,859,997
2  957  367
2  958  100,239,835
2  966  10,877
2  982  502,813
2  984  689,753
2  999  835
2  1000  859
3  1  113
3  10  140
3  15  490,553
3  26  895
3  28  62,470,753
3  30  198,820
3  48  553
3  67  116
3  73  600,666,884
3  76  997
3  78  459
3  88  113,130,502
3  93  472,865
3  97  813
3  107  562,877
3  108  10
3  111  100,239
3  115  519
3  119  689
3  126  974
3  128  472,753
3  133  216,232,609,865
3  134  100,239,877
3  136  429,813
3  139  232,679
3  141  10,263
3  145  274,443,673
3  148  195,393,689
3  159  216,711
3  164  609
3  179  929
3  187  319
3  190  263
3  195  472,535
3  201  865
3  202  679
3  208  797
3  229  369,490
3  241  113,974
3  244  562,865
3  250  100,239
3  261  116,207,955,974
3  264  472
3  265  929
3  266  216,711
3  274  609
3  279  743
3  280  649
3  290  974
3  293  100,239
3  298  116,470
3  303  808
3  304  808,895
3  306  779
3  308  562
3  311  609
3  312  519
3  321  646
3  322  10
3  330  113
3  333  100,239
3  344  865
3  349  609
3  353  997
3  357  10
3  366  859
3  375  130
3  386  490
3  397  232
3  399  261,895,974
3  408  997
3  431  371
3  432  797
3  454  232,779
3  457  429
3  460  28,743,877
3  462  877
3  470  679
3  477  808
3  491  472
3  499  140,579,877
3  503  797
3  507  116,652
3  528  877
3  534  472
3  542  929
3  555  808
3  560  997
3  561  472,865
3  578  216,609,711
3  592  140,835
3  597  470,895
3  606  232
3  608  974
3  611  10,779
3  624  808
3  631  895
3  646  609,646
3  647  201,652
3  666  929
3  668  140
3  670  116,877
3  678  263
3  679  877
3  681  753
3  694  130
3  697  779
3  700  263
3  702  100,239
3  705  130,209
3  709  221,820
3  715  865,929
3  722  652
3  730  22,609,692
3  734  10,195,393,991
3  735  553
3  739  113
3  741  195,393,779
3  743  779,808
3  748  877
3  754  609
3  757  859
3  766  113
3  770  470,974
3  772  779
3  783  28,600,666,884
3  787  201
3  790  472,609,877
3  798  502
3  802  140
3  804  216,711
3  809  609
3  813  201,261,490,895
3  820  865
3  824  865
3  833  470,997
3  838  865
3  840  877
3  842  753
3  843  140
3  845  62
3  848  877
3  854  609
3  855  470
3  856  997
3  869  10,28
3  878  609
3  885  931
3  891  113,140
3  894  130
3  895  689
3  896  113
3  906  319
3  911  319,753
3  912  895,974
3  913  263,949
3  924  198,764
3  926  609,997
3  936  808
3  937  859
3  943  472
3  954  974
3  968  553,974
3  970  113,538
3  977  140,553
3  979  363,562
3  991  22,865
3  993  562,779
3  997  649
3  998  621
3  999  63
4  2  609
4  9  974,997
4  12  204
4  19  232,575,952
4  25  835
4  30  84,146,527
4  33  865,997
4  34  865
4  44  319
4  46  609,779
4  47  808
4  52  113
4  58  113
4  59  557
4  69  470
4  85  10
4  86  244
4  88  865
4  89  198,764,797
4  103  813,974
4  109  232
4  112  232
4  113  201
4  138  216,470
4  148  417,609
4  153  63
4  156  692
4  174  490
4  176  470,929
4  185  974
4  193  553
4  201  802
4  212  140,877
4  216  459
4  234  997
4  241  488,811
4  245  470
4  266  263
4  271  10
4  273  28,470
4  278  535,679
4  280  221
4  284  251
4  286  158,247,974
4  315  865
4  316  10
4  318  779
4  319  779
4  324  140
4  330  488,811
4  335  974
4  341  949
4  351  535
4  358  820,877
4  362  201
4  369  63
4  380  113,895
4  393  649,974
4  420  865,929
4  423  982
4  433  470,835
4  444  216,459,711
4  454  609
4  461  820
4  479  36,116
4  482  232
4  484  519
4  487  113
4  497  859
4  500  28
4  504  646
4  514  859
4  528  931
4  529  490
4  551  684
4  556  487
4  558  28
4  559  116
4  567  974
4  571  22
4  574  865,974
4  577  28,877
4  586  63
4  587  692
4  591  371,553
4  595  232
4  604  974
4  605  877
4  606  974
4  614  974
4  630  10
4  631  865
4  635  10
4  642  204
4  647  251
4  648  261,470,895
4  652  609
4  662  865
4  679  931
4  680  232
4  704  929
4  713  877
4  721  113,470
4  724  859
4  731  232
4  735  820
4  736  929
4  748  553
4  752  974
4  756  319,949
4  763  363
4  767  865
4  777  553
4  780  116,470
4  788  779
4  790  198,820
4  793  470
4  813  997
4  815  367
4  818  116
4  822  472
4  842  865
4  845  52
4  866  679
4  883  460,502
4  884  808
4  886  974
4  891  232
4  892  22
4  903  802
4  909  261,895
4  912  553,802
4  916  553
4  918  116
4  938  261,895
4  944  779
4  949  997
4  956  261,895
4  960  859
4  961  10,877
4  970  10,609
4  974  470
4  975  779
4  979  813
4  980  459
4  982  753
4  986  371,649
4  992  232
5  4  201
5  13  490
5  20  36
5  21  251
5  26  895
5  33  997
5  34  562
5  36  782
5  39  865
5  50  877
5  54  692,865
5  63  753
5  68  859
5  76  10
5  79  156
5  84  36
5  86  100,239,929
5  91  472
5  98  609
5  104  470
5  106  63,974
5  111  367
5  125  797
5  138  609
5  145  865
5  150  100,239
5  157  116
5  176  470
5  182  10
5  184  232
5  192  779,929
5  193  865
5  201  652
5  203  63,865
5  212  519,553
5  215  470
5  226  929
5  229  974
5  236  100,239,679
5  238  877
5  255  689
5  257  232,877
5  261  232,865
5  266  140
5  270  216,711
5  282  216,553,711
5  283  895
5  286  116,488,538,811
5  289  652
5  296  931
5  299  929
5  301  865
5  310  895
5  313  207,955
5  314  820
5  322  232
5  325  895
5  326  488,811,974
5  331  865
5  337  251,753
5  344  609
5  345  911
5  349  198,820
5  360  835
5  363  859
5  371  808,974
5  376  859
5  377  319
5  387  929
5  389  263
5  392  216,711
5  402  198,753,764
5  408  808
5  411  753
5  420  232,470
5  425  974
5  426  367
5  434  865
5  443  470,575,952
5  448  216,470,711
5  456  865,982
5  458  201
5  461  652,865
5  465  859
5  473  562,865,991,997
5  488  609
5  489  609
5  491  813
5  495  130
5  501  232
5  507  28,201
5  511  10,895
5  513  609
5  518  207,865,955
5  521  216,711,743
5  534  865
5  546  522
5  548  997
5  556  113
5  558  623
5  564  753
5  565  470
5  574  538,978,997
5  575  363,459
5  584  609
5  595  877,929
5  602  470
5  603  579
5  607  579
5  610  263
5  614  195,393
5  633  865,877,895
5  636  375
5  637  232
5  638  727,811
5  645  470
5  654  10,470
5  655  10,232,417,802
5  656  538,978
5  660  232
5  666  929
5  674  579,813
5  675  649
5  682  116
5  694  470,753
5  697  116
5  705  949
5  711  470,797
5  713  877
5  716  232,460
5  721  488,811,865
5  724  877
5  725  895
5  726  263,609
5  728  982
5  733  140
5  738  538,974,978
5  741  621
5  753  820
5  764  140,216,711
5  770  113
5  784  62
5  787  216,711,808
5  821  865
5  822  247,459,877
5  825  609
5  830  490
5  832  207,955
5  833  865,982
5  834  232
5  836  877
5  849  865,929
5  857  562
5  858  459
5  860  375
5  863  116
5  871  929
5  872  779
5  876  232
5  880  63
5  881  808
5  890  931
5  891  997
5  910  743,820
5  924  232,460
5  932  113,813
5  936  865
5  945  207,955
5  950  600,666,689,884
5  964  470,779
5  972  877
5  975  522
5  978  974
5  983  10
5  987  609
5  993  929
5  996  553,865
5  997  609
