0	2	237
0	8	94,516,711,820
0	15	36,243,279,824
0	18	579
0	20	340,417,470
0	22	397
0	25	187
0	28	642
0	37	942
0	38	650
0	40	459
1	5	519,579,786
1	8	621
1	14	500
1	16	206,562
1	22	393,870
1	36	63
1	37	730
2	1	419
2	7	288
2	8	32,251,522,727
2	12	730
2	17	535
2	35	387
2	36	652
3	8	519
3	10	243,824
3	11	609,839,916
3	20	525
3	21	738
3	25	470
3	38	393,870
3	39	171,519,982
4	12	763
4	26	140,326,562,615
4	31	621,636,831
5	3	340,728
5	11	109
5	13	516,711
5	19	251
5	23	843
5	35	895
5	36	258,802
5	37	615,911
6	1	97,303,728
6	4	156,209
6	6	519
6	16	439
6	22	432,459
6	25	303,728
6	26	535
6	27	340
6	28	865
6	29	251
6	33	439,742
6	36	397,865
6	39	273
7	4	209
7	6	243
7	12	454
7	17	44,469
7	25	504,615,627,808
7	27	535
7	32	327,671,904
7	36	245
7	40	621
8	19	109
8	21	146,243,527
8	22	664
8	28	219
8	29	319
9	5	738
9	18	374
9	19	663
9	36	472,779,929
10	1	120,594
10	5	623
10	15	636,831
10	26	797
10	30	398
10	33	553
10	35	140,326,417
10	36	929
11	3	29
11	5	216
11	25	649
11	26	22,470,717,949
11	32	190,358,725
11	35	284
12	2	742
12	8	209
12	10	156
12	17	251,535,553
12	19	327,459,671
12	22	288
12	27	738
12	40	454
13	8	375
13	13	627
13	17	627
13	18	627
13	19	100,239
13	20	738
13	22	646
13	30	130,135
13	35	135
14	3	524
14	13	742
14	27	553
14	33	419,742
15	6	28,742,877
15	7	243
15	21	738
15	22	609,839,916
15	26	243
15	28	28,500,896
15	30	609,839,916
15	38	684
15	39	454,738
16	9	209,261,851,908
16	10	808
16	17	470,642
16	18	535
16	33	711,786
17	2	375,519,652
17	4	22
17	6	375,782
17	15	859
17	22	962
17	35	63,135
17	37	135
18	1	500
18	7	109,609,839,916
18	8	190,296,422
18	10	459
18	14	615
18	16	738
18	22	44,469
18	35	243
18	36	29,454
19	8	779
19	12	500
19	13	397
19	22	201,500
19	30	244
19	32	843
19	36	879
19	37	454,459
19	38	802
20	2	575,952
20	7	519
20	11	52
20	12	206,562
20	20	663
20	23	32,727
20	26	535
21	3	738
21	6	271
21	10	36
21	12	2,650
21	19	439,779
21	20	201
21	24	915
21	25	627
21	39	621
22	3	109
22	7	742
22	12	254
22	14	439
22	17	621
23	7	519,621
23	9	206,562
23	10	327,671
23	19	472
23	27	63
23	38	563
24	3	730
24	12	730
24	15	109,209
24	16	156,298
24	20	615
24	22	195,393,663
24	24	649
24	26	167
24	29	29
24	34	816
24	36	621
24	37	22,498,717,949
25	2	243,459
25	14	684
25	15	253,369,371
25	17	216
25	18	579
25	22	187
25	26	663
25	27	22,717,949
25	30	730
25	34	216
25	35	288
26	4	496
26	16	460
26	19	519
26	28	859,997
26	30	29,779
26	32	393
26	33	130
26	40	251
27	4	28,209,525
27	6	419
27	14	417
27	16	331,519,961
27	21	535
27	24	29,439,535
27	25	32,727
27	27	171,232,649,982
27	28	865
27	34	865
27	38	535,725
28	2	434,507
28	3	652
28	5	460,535
28	7	535
28	8	609,839,916
28	9	738
28	13	663
28	15	738
28	17	728
28	22	592
28	24	369,439
28	30	738,967
28	36	22,223,717,871
28	37	967
28	38	240
29	8	763
29	9	663
29	10	374
29	11	324
29	13	738
29	20	243,635
29	31	591
29	36	130
30	3	216,553
30	11	789
30	15	192,955
30	27	369
30	33	243,635,957
30	38	652
31	1	251
31	9	459
31	10	254,949
31	11	303,728
31	12	946
31	18	439,649
31	21	877
31	24	865
31	36	650
32	1	946
32	2	288,877
32	5	419
32	6	524,609,839,916
32	12	22,216,432,717
32	23	36
32	26	417
32	32	738
32	34	730
32	35	498
33	2	730
33	11	29
33	22	498
33	23	454
33	25	387,946
33	32	84
33	33	877
34	2	36,763
34	9	439
34	12	562,865
34	16	22
34	22	500
34	33	742
35	11	496
35	19	432
35	20	130,216,234
35	21	432
35	25	22,717,949
35	29	216,234,454
36	1	929
36	2	636,831
36	4	908
36	6	216
36	7	663
36	16	244
36	28	22,717,949
36	29	650
36	30	519
36	37	711,786
37	9	156
37	18	730,738
37	21	156,432
37	26	642
37	32	498
37	40	216,243,279,824
38	3	730
38	10	156
38	13	109
38	19	615
38	21	156,621
38	22	908
38	28	916
38	35	711,786
38	38	251,627
38	40	251
39	18	579,786
39	28	439
39	30	298
39	34	271,649
39	38	167,915
40	1	419,728
40	12	553
40	14	140,326,439
40	24	779
40	25	516,711
40	36	201,557,865
41	5	472
41	8	609,839,916
41	10	738
41	27	563
42	1	519,627
42	3	206,562
42	27	393,870
42	31	22,717,949
42	40	529
43	15	579
43	20	502
43	25	808
43	26	592
43	31	369
43	33	187
43	36	929,991,997
44	10	94,553,820
44	11	340,419
44	22	32,470,727
44	35	535
45	4	519
45	13	127
45	15	371
45	25	974
45	32	393,870
45	37	63
45	38	201
45	40	2
46	1	409
46	13	459
46	20	460
46	24	949
46	32	553
46	34	371
46	36	140,326
47	22	369,779
47	28	44,469,519
47	31	387,454
47	37	535
47	40	195,393
48	2	29
48	6	127,763,765
48	10	562,789
48	21	71
48	24	22,942
48	31	307
48	35	496
48	39	130
49	11	946
49	15	535
49	22	535
49	26	877
49	28	636,831
49	30	967
50	7	908
50	14	929
50	15	206,562
50	22	393,865
50	37	470
51	5	500
51	7	216,664
51	13	946
51	16	859
51	20	237,454
51	22	29,877
51	30	216,642
51	32	127,765
51	34	371
51	39	942
52	12	763,949
52	16	562
52	32	22,251
52	33	779
52	37	258
52	40	636
53	7	271
53	9	298
53	12	375
53	17	135,649
53	39	167,915
54	2	216
54	3	417
54	16	908
54	27	470,779
54	39	84,500,535
55	14	557,730
55	31	693,730
56	1	636,831
56	16	500
56	20	967
56	24	650,779
56	25	397
56	28	652
56	37	742
57	1	298,974
57	2	524
57	3	369
57	8	487,579
57	13	649
57	20	472,967
57	24	502
57	31	167
57	39	474,644
58	1	785
58	6	340
58	8	728
58	9	237,535,663
58	10	127
58	14	553,942
58	19	109
58	22	553
58	23	109,865
58	31	615
58	37	836
58	38	942,967
59	21	94,820
59	34	251,522
60	9	36,781
60	11	271
60	17	369,432
60	22	553,871,888
60	27	216,253,369,785
60	28	621
60	34	664
60	37	216,234
61	1	156
61	5	500
61	8	429,663
61	10	664
61	21	29,592
61	26	363
61	29	808
61	32	140
61	36	459
61	38	621,727,811
61	39	251,779
62	10	519,742
62	16	100,206,239,562
62	17	303,393,728,870
62	25	63
62	26	738
62	38	439
63	5	298
63	10	109,237
63	17	615
63	22	165
63	28	621
63	29	942
63	33	859
63	35	650
64	10	22
64	14	782
64	17	859
64	35	962
64	39	201,553,579
65	1	97,434,507,663
65	2	884
65	4	28
65	7	251,522
65	9	397
65	15	273
65	16	967
65	24	865
65	40	879
66	3	779
66	7	237
66	9	298
66	13	524
66	22	167,519
66	24	636,642,831
66	32	244
66	34	816
66	35	650
66	36	195,393
67	1	303,728
67	2	439
67	8	579
67	11	303,728
67	16	439
67	20	600,666,884
67	22	865
67	35	470
67	36	232
67	39	187
68	8	472
68	15	562,738
68	19	153,538,978
68	25	303,728
68	29	474,644
68	37	502,563
68	40	865
69	6	419
69	7	500
69	16	500
69	19	244,454,538,978
69	26	243,635
69	27	454,535
70	2	109
70	5	519
