0	3	113
0	7	232
0	9	232
1	1	232
1	4	609
3	1	943
3	5	201
4	1	753
6	8	470
7	2	263
8	1	865
8	4	974,997
8	7	929
9	1	100,239
9	3	140
11	4	204
11	9	261,895
12	5	490
12	8	113
12	9	609
12	10	140,488,811
13	1	553
13	7	609
13	8	232
14	3	490,553
15	6	535
15	8	490
15	10	113,689
16	2	116
17	6	997
18	1	263,929
18	2	28,877
18	4	232,575,952
19	1	929
19	5	36
19	9	974
20	1	743
20	2	201
20	5	251
20	6	490,865
21	10	865
22	2	609
23	1	28,140,877
24	4	835
24	6	470
24	7	743
24	10	470
25	3	895
25	5	895
25	9	802
25	10	470,562,802
26	8	221
27	2	877
27	3	62,470,753
27	6	519
28	1	363
28	6	621,808,929
28	8	652
28	9	116
28	10	204,429
29	2	216,609,711
29	3	198,820
29	4	84,146,527
30	8	753
31	6	895
32	1	470,865
32	4	865,997
32	5	997
32	7	36,684
32	10	417,974
33	4	865
33	5	562
33	7	22,63,743,974
34	10	263,535,609
35	2	22,779
35	5	782
36	1	22,929
36	2	371,877
36	7	649
37	10	28,877
38	5	865
38	8	113
38	10	553
39	8	797
40	1	865
40	10	417
42	6	753
43	4	319
43	9	470
44	1	216,711,865
45	4	609,779
45	9	485
46	4	808
46	6	130,974
47	3	553
47	7	808
48	6	63
49	5	877
51	4	113
51	10	232
52	2	808
52	7	429,689
53	5	692,865
56	1	10,808
56	8	429
57	1	371
57	2	974
57	4	113
57	7	779
57	8	28,877
57	9	522
58	1	140,579
58	2	363
58	4	557
58	6	319
60	2	865
60	6	877
60	10	216,711
61	2	319,743
61	6	100,239,470
62	5	753
62	8	113
62	10	319,991,997
63	1	835
63	6	779
63	8	113
63	9	522
65	2	609,974
66	1	187
66	3	116
66	7	623
67	5	859
67	7	100,679
68	4	470
68	7	100,216,239,835
71	6	974
72	3	600,666,884
74	1	470
74	7	982
74	9	232
74	10	140
75	2	490
75	3	997
75	5	10
75	9	201,488,865
76	8	470
77	3	459
77	8	140,743
78	5	156
81	2	10
81	6	929
81	9	488,865
83	5	36
83	6	319
84	4	10
85	4	244
85	5	100,239,929
85	6	779
86	2	116,201
87	3	113,130,502
87	4	865
87	7	877
88	4	198,764,797
89	9	470
90	1	562
90	2	22,232
90	5	472
91	6	553
92	3	472,865
92	6	470,997
93	7	470
96	3	813
97	1	221
97	2	22,974
97	5	609
98	2	743
99	10	519
100	8	997
101	1	929
102	4	813,974
102	10	877
103	5	470
103	8	36
103	9	470
104	7	974
104	8	371
104	9	487,877
105	5	63,974
106	3	562,877
106	7	931
107	3	10
107	6	140
107	7	516,596
107	8	974
108	4	232
109	9	859
110	1	753
110	3	100,239
110	5	367
110	7	459
111	4	232
111	8	156,232
111	10	251
112	1	808
112	4	201
112	7	753
114	3	519
114	6	929
115	7	877
115	9	232,263
116	7	201,895
118	3	689
120	7	363
120	9	621
121	2	820
121	6	472
121	8	113
121	9	36
124	5	797
125	3	974
126	6	490,553
126	8	865
127	3	472,753
127	6	865
127	7	113,367,753
128	7	753
128	8	865
130	6	140,835,865
130	8	232,689
130	9	636
130	10	727,811,997
131	7	10,689
132	3	216,232,609,865
132	9	113,813
133	3	100,239,877
133	8	367
135	1	808
135	3	429,813
136	2	470
137	1	579,974
137	4	216,470
137	5	609
137	10	562
138	3	232,679
138	10	689,779,808
140	1	140
140	3	10,263
140	7	201,488,865
141	2	929
142	6	895
142	7	802
142	8	470,646,911
143	1	535
144	1	859
144	3	274,443,673
144	5	865
144	9	36,997
146	1	877
147	2	232
147	3	195,393,689
147	4	417,609
147	6	808
147	10	201
148	2	753
148	9	929
149	1	490
149	5	100,239
150	9	991,997
151	7	263,689
152	4	63
153	2	562,865
154	8	10,895
154	10	802
155	1	997
155	4	692
155	7	398
156	5	116
156	9	553
157	2	865
157	8	319
158	3	216,711
158	6	198,764
160	1	609
160	8	472,895
161	8	156
162	1	459,865
163	3	609
163	9	982
164	7	929
164	9	113
165	9	997
166	7	216,263,711
168	10	470
169	8	877
170	1	649,859
170	2	319
171	1	689,895
171	7	689
171	10	140,865
173	1	490
173	4	490
173	7	553
174	7	100,239
175	1	929
175	4	470,929
175	5	470
175	7	502,877
176	2	636
176	8	130,689
