0	3	113
0	7	232
0	9	232
0	12	62,209
0	15	116
0	17	251
0	22	609
0	24	198,820
0	25	519
0	32	190,358,725
0	37	663
0	39	664
1	1	232
1	4	609
1	11	207,955
1	13	232
1	16	140
1	28	519
1	36	198,820
1	38	146,527
2	18	232,261,895
2	19	36,195,393
2	26	36
2	27	206,562
2	29	393,870
3	1	943
3	5	201
3	15	813
3	17	261,895
3	20	319
3	23	251
3	24	865
3	25	232
3	34	663
3	37	519,763
4	1	753
4	12	974
4	15	538,978
4	16	367
4	34	610,859
5	12	232,877
5	14	232
5	18	931
5	25	519
5	38	997
5	39	684
5	40	274,443,673
6	8	470
6	12	609,974
6	13	100,239,649
6	14	808
6	16	198,470,820
6	18	429
6	23	460,470
6	28	982
6	29	261,851
6	30	289
6	31	146,527
6	36	982
7	2	263
7	11	865
7	15	553
7	21	140
7	23	187,470
7	24	982
7	25	997
7	32	770
7	33	859
7	36	982
7	38	52
7	39	411,454,684
8	1	865
8	4	974,997
8	7	929
8	24	375
8	30	684
8	31	135
8	32	538,978
9	1	100,239
9	3	140
9	13	950,983
9	17	221
9	20	367
10	13	319,877
10	14	263,600,666,884
10	18	865
10	27	727,811
10	38	52,496,997
10	39	684
11	4	204
11	9	261,895
11	13	535,865
11	17	877
11	25	997
11	29	684,931
11	32	94,820
12	5	490
12	8	113
12	9	609
12	10	140,488,811
12	21	198,820
12	26	859
12	35	36,535
12	40	859
13	1	553
13	7	609
13	8	232
13	28	609
13	32	140,146,326,527
13	39	198,393,820,870
14	3	490,553
14	16	371,519
14	39	140
15	6	535
15	8	490
15	10	113,689
15	13	201,519
15	26	779
15	28	865,877
15	33	843,931
15	36	303,663,728
16	2	116
16	14	974
16	15	929
16	25	263
16	28	734
16	31	502
16	38	557
17	6	997
17	14	753
17	16	820
17	18	997
17	25	367,859
17	30	950,983
17	34	63
17	39	579,786
18	1	263,929
18	2	28,877
18	4	232,575,952
18	22	877
18	24	52,931
18	26	865
18	39	261,303,895,997
18	40	684
19	1	929
19	5	36
19	9	974
19	29	859
19	32	859
19	34	502,991,997
19	36	734
19	40	84
20	1	743
20	2	201
20	5	251
20	6	490,865
20	13	663
20	20	198,764
20	24	684
20	31	519
20	35	127,460
20	37	66,859
21	10	865
21	11	623,865
21	17	997
21	18	997
21	19	535
21	24	487,684
21	32	367,535,734
21	36	684
21	40	950,983
22	2	609
22	17	490
22	20	519
22	30	127
22	34	130,146,527
22	35	140
23	1	28,140,877
23	12	865
23	18	997
23	32	10,684
23	40	974
24	4	835
24	6	470
24	7	743
24	10	470
24	11	997
24	20	929
24	24	140,232
24	27	470
24	30	502
24	33	839
24	34	502,982
24	35	982
24	38	251,519
25	3	895
25	5	895
25	9	802
25	10	470,562,802
25	13	627,911
25	17	859
25	19	22,627
25	21	28,877
25	23	140
25	33	153,663,859
26	8	221
26	16	865
26	21	459
26	24	997
26	25	63,470
26	32	982
26	36	684
27	2	877
27	3	62,470,753
27	6	519
27	11	207,955
27	14	84,779,865,982
27	18	232
27	20	367,743
27	27	652,950,982,983
27	36	140,485
27	37	303,728
28	1	363
28	6	621,808,929
28	8	652
28	9	116
28	10	204,429
28	12	371
28	13	289
28	22	94,813,820
28	25	319,417
28	27	663
28	30	692
28	36	10,496
28	38	398
29	2	216,609,711
29	3	198,820
29	4	84,146,527
29	36	877
30	8	753
30	16	609
30	22	367
30	30	198,820
30	34	950,983
31	6	895
31	17	100,239
31	22	802
31	25	911
31	27	627
31	28	733,797
31	31	529
31	38	663
32	1	470,865
32	4	865,997
32	5	997
32	7	36,684
32	10	417,974
32	25	130,459
32	26	684
32	29	982
32	30	221
32	32	997
32	34	684
33	4	865
33	5	562
33	7	22,63,743,974
33	22	153
33	25	187
33	26	487
33	28	63,997
33	29	734
33	31	609
33	36	684
34	10	263,535,609
34	17	470,553
34	20	575,952
34	29	52
34	30	198,646,820
34	31	982
35	2	22,779
35	5	782
35	11	859
35	29	962
35	35	201,553,579
35	40	116,835
36	1	22,929
36	2	371,877
36	7	649
36	11	140
36	14	488,811
36	16	931
36	26	460
36	36	502
36	39	303,728,929
37	10	28,877
37	12	609,743
37	13	488,811
37	19	146,527
37	25	820
37	38	140
38	5	865
38	8	113
38	10	553
