0	2	237
2	1	419
5	3	340,728
6	1	97,303,728
10	1	120,594
11	3	29
12	2	742
14	3	524
17	2	375,519,652
18	1	500
20	2	575,952
21	3	738
22	3	109
24	3	730
25	2	243,459
28	2	434,507
28	3	652
30	3	216,553
31	1	251
32	1	946
32	2	288,877
33	2	730
34	2	36,763
36	1	929
36	2	636,831
38	3	730
40	1	419,728
42	1	519,627
42	3	206,562
46	1	409
48	2	29
54	2	216
54	3	417
56	1	636,831
57	1	298,974
57	2	524
57	3	369
58	1	785
61	1	156
65	1	97,434,507,663
65	2	884
66	3	779
67	1	303,728
67	2	439
70	2	109
73	1	609,839,916
73	2	500
74	2	44,459,469
75	1	216
77	3	109,427
78	1	374,496
86	3	165,237,652
88	3	859
91	1	419
91	3	500
93	3	779
95	3	29
96	1	127,553
103	2	419
104	1	271
106	1	500,730
106	2	498,500,525
107	2	127,156
111	2	553
111	3	459
115	3	525,775,846,991
118	3	434,507
121	1	943
121	2	36
124	1	232,500
130	3	524
132	3	553,592
134	3	397
137	1	535
137	2	636,831
144	2	298,836
146	1	398
146	2	216,684
146	3	29
147	1	303,636,728,831
148	3	298
149	2	156,500
150	3	739
153	3	500,763
155	2	237
157	2	636,717,831,949
161	2	271,500
163	3	789
164	1	97
164	2	243,279,824
166	1	97
168	2	730
170	1	609,730,839,916
174	1	519
174	3	500
176	1	865
179	1	243
180	2	216,538,978
180	3	553
181	1	209
182	1	109
184	1	97,244
184	2	303,728
184	3	439
185	3	553
189	3	519
190	3	500
192	1	846,991
192	3	502,859
194	1	216,303,728
198	3	94,820
200	1	109
200	3	649
201	1	730,946
202	2	237
202	3	500,642,859
206	1	516,711
211	1	500
211	3	454
214	1	500,946
216	2	535
216	3	579,820
218	3	29,146,527
219	2	779
221	1	28,877
222	3	519,730
223	3	609,839,916
226	2	271
227	1	775,846,991
229	2	146,527,575,952
233	1	865
233	3	843
240	3	109,243,635
245	1	663
245	2	946
247	2	109
248	2	623
249	1	579
249	2	553
250	1	253,369,553,664
251	1	29
255	3	763
262	1	779
262	2	216
262	3	535
264	1	753
268	1	28,519,877
269	1	28,877
273	2	779
274	1	434,507
275	2	535
277	1	237,663
277	2	243,419
278	1	535
278	3	417
281	2	779
281	3	500
282	3	166,245,320
285	3	298
286	1	519
286	2	261,851
294	2	109,375
295	1	36,663
296	1	303
297	2	307
298	3	738,763
299	1	429
302	1	763
302	2	398
304	1	109,459
305	1	237,525
305	3	642
306	1	375,742
308	1	237
309	1	535
309	3	500
314	3	29
322	2	419
325	3	500
331	2	271,525
333	2	165
334	1	243,279,824
337	3	261,472,808,895
338	1	738,813
340	2	237
342	2	303,419,728
342	3	770
343	1	120,594,775,846
344	2	419
349	1	340,579,636,831
353	1	519
359	3	949
360	3	419
363	2	97
368	2	165
371	1	779
372	2	216,219,417,500
376	2	156
376	3	209,432,904
379	1	789
382	3	216,397
383	2	738
388	2	636,831
388	3	375
389	2	303,500,728
390	1	836
391	2	66
392	1	808
393	2	562,636,831
395	1	251,500,522
396	2	623
398	3	487
399	1	781
403	1	28,779
406	2	398,592
407	3	439,472
412	1	130,166,245,730
414	3	244
416	1	397
419	3	109
420	2	209,397
422	1	943
423	1	219,500
425	2	432
427	1	109,946
429	3	419
430	1	109,216
431	1	500
431	3	454
433	1	28,298,877
437	1	288,459
438	3	251,522,652
448	2	781
452	2	417,419
453	2	29,663
454	1	36
455	1	553
463	1	459
464	2	579,786
465	3	28,779
469	3	500,730
472	1	303,728,779
472	3	730,789,908
474	2	109
475	1	298
477	3	94,820
479	3	763
480	2	216,516,711
484	1	165
485	1	789
485	3	84
487	1	459
487	3	738
491	2	663
492	1	663
492	3	500,535
493	2	397
493	3	28,500,877
494	3	216,298
498	2	303
